Main Artist,Genres,Followers,Random Song,Lyrics
gente de zona,electronic,3119276,Soy Yo,"De Cuba a Puerto RicoGente De ZonaWYeah-eh-eh-ehYeah-eh-eh¡Let's go!Dame la última noche, ven que te estoy esperandoQuiero que tú sea' mía, el tiempo se está acabandoQuiero perderme en tu cuerpoSi e' lo que tú necesitasLlámalo y dile que ahoraQue el que te gusta soy yoOh-oh-oh-oh-oh Que el que te gusta soy yoOh, oh-oh-oh-oh-ohQue el que te gusta soy yoOh, oh-oh-oh-oh-oh Que el que te gusta soy yoOh, oh-oh-oh-oh-oh "
robin schulz,electronic,3110808,In Your Eyes (feat. Alida),"Hearin' whispers in the nightVoices fillin' up your mindYou're like a ghost of youYou've been drownin' in the rainSlowly savin' up the painSo deep inside of youSee the colors of the skySlowly turn from black and whiteA rising hope, bright as goldNow there's nothing left to loseSo we're breakin' all the rulesAnd they don't know what we know'Cause I can hearThe thunder from afarA lightning in the darkI can feel a fire come aliveSo calm before the stormSo dark before the dawnOh, I can see the fire in your eyes In your eyes Oh, I can see the fire in your eyes In your eyes Oh, I can see the fire in your eyesOh, I can see the fire in your eyes"
illenium,electronic,2955684,Not Even Love,"Chasing down our happinessBut all we do is make a messI'd rather bear the lonelinessThan to suffer in silence with youWe’re always trying, never realisingThis fire we're fighting is burning us upYeah, we're surviving, while we’re still dyingNo one denying it's time to give up'Cause not even loveCan save us from usNot even loveCan bring back the way it wasNo, not even loveNot even loveNot even loveCan save us from usNot even loveNo, not even loveCan save us from us"
beret,electronic,2947631,Diablo,"Y no tenía que hacerse, y se hizo la duraYo nadaba por verla a pesar de la brumaCon una copa en la mano le iluminaba la LunaPor fuera siempre reía, por dentro gritaba ""ayuda""Ella parece el diablo cada vez que me miraYo solo el condenado a vivir siempre en su mentiraMe agarra fuerte la mano, y cuando ella quiere, me tiraY me hace sentir el malo porque me arrastra a su vidaNo sé de qué manera voy a hacеr pa' que me quierasSi tiеnes en tu puño apretando mi corazónTú pa' mí eres perfecta, yo para ti soy cualquieraCualquiera que se arrastra, el que te da sin convicciónTú fuiste la de siempre, eclipsabas la LunaGenerabas corriente, no había ninguna dudaTú me diste la mano, yo giré tu cinturaY los do' no' leímo' como literatura"
lost frequencies,electronic,2781280,Head Down,"I was burning every candle every hour of the nightKept on searching high and low here in the darkI was hoping to escape and make a change here in my lifeIt only takes one little thing to light a sparkAnd you said""Hearts break, life can knock you to the groundDon't hang your head down, head downYou're still young, but know the best is yet to comeDon't hang your head down, head down""Don't hang your head down, head downDon't hang your head down, head downDon't hang your head down, head downDon't hang your head down, head downIt's gonna be alright, be alright, be alrightIt's gonna be okay, be okay"
deadmau5,electronic,2754040,Escape - John Summit Remix,"Leave this placeFreedom, ours to chaseWhat if I escape with you?What if I escape with you?What if I escape with you?What if I escape with you?What if I escape with you?What if I escape?What if I escape?"
chino & nacho,electronic,2676573,Me Voy Enamorando,URL not found
diplo,electronic,2599284,On My Mind,"Ooh-ooh, ooh-ahhOoh-ooh, ooh-ahhOoh-ooh, ooh-ahhOoh-ooh, ooh-ahhOoh-ooh, ooh-ahh Ooh-ooh, ooh-ahh Ooh-ooh, ooh-ahh Ooh-ooh, ooh-ahh You stay on my mindThink about you all the timeGot to get to know you wellIf you kiss then I won't tellYou stay on my mindThink about you all the timeGot to get to know you wellIf you kiss then I won't tellYou stay on my mindThink about you all the timeGot to get to know you wellIf you kiss then I won't tellYou stay on my mindThink about you all the timeGot to get to know you wellIf you kiss then I won't tellYou stay on my mindThink about you all the timeGot to get to know you wellIf you kiss then I won't tellYou stay on my mindThink about you all the timeGot to get to know you wellIf you kiss then I won't tellThink about you all the timeIf you kiss then I won't tellThink about you all the timeIf you kiss then I won't tell"
felix jaehn,electronic,2573420,All For Love,I wanna knowHow beautifulHeaven can beFor the livin’I wanna holdSomebody closeSomebody whoGets my heart beatin’Take me to the magicThat never dies outThat never dies outFrom my first breath until the last I takeI’m gon’ live like this is my final dayOnce it’s over I’m gonna sayI gave it allFrom my first breath until the last I takeI’m gonna chase the moments that never fadeOnce it’s over I’m gonna sayI gave it allFor love
r3hab,electronic,2534747,Waterfall,"You know, sometimes I'm caught up in my headI'm tryna make the best of the lows and the highsBut it's hard sometimes when you're scared to take a stepYou're fightin' with the waves, so afraid of the tideGotta let it go, oh, oh-oh-oh-ohOh-oh-oh-oh-oh-oh, that's the only way that I know howGotta lose control, oh, oh-oh-oh-ohOh-oh-oh-oh-oh-oh, no, I won't ever let it get me downOh, when I'm lonely and when I come undoneRemember what you told me, life's like a waterfallI know the only way to get alongIs goin' with the flow 'cause life's like a waterfallI know the only way to get alongIs goin' with the flow 'cause life's like a waterfall"
flume,electronic,2423357,On Top (feat. T-Shirt),"All that I want in this life is the chance to do my thingAll that I want in this life is the chance to do my thingYeahI want the topAll my people right there in the back of the spotI need the topIf you know me, you don't know me to stopI need the topAll my people there in back of the spotLet off a shotYeahAnd you don't just wake up rich one dayThis kind of life never just slip your wayI gave up taking carefree trips to the BayCali'-bound is 'cause I got a flip in L.AParis-bound 'cause a new video's on the wayNo breaks for me, no vacay for meI advance every minute, boy, I live itWhy start shit you don't finish?I want the topAll my people right there in the back of the spotI need the topIf you know me, you don't know me to stopI need the topAll my people there in back of the spotLet off a shotYeah"
grimes,electronic,2322474,Flesh without Blood,"Ooh, ah-ahOoh, ah-ahYou claw, you fight, you lose,got a doll that looks just like youRemember when we used to say, ""I love you"" almost every dayI saw the light in you, you going out as I close our windowYou never liked me anywayAye-yeah, aye-yeahAye, I don't see the light I saw in you beforeAnd no, I don't, and no, I don'tAnd no, I don't care anymoreBaby, believe meAnd you had every chance you destroy everything that you knowIf you don't need meJust let me goYou hate, you bite, you lose after all, I just don't like youIt's nice that you say you like me, but only conditionallyYour voice, it had the perfect glow it got lost when you gave it up thoughCause you want money, you want fame"
jax jones,electronic,2320191,Breathe (feat. Ina Wroldsen),"Dum-dum-da-da-da-da, dum-dum-da-da-daDum-dum-da-da-da-da, dum-dumWhat you, what you gon' do?You're my discretional sinI feel you on me when I touch my skinYou got me hooked and you're reeling me inWhen I look in your eyes, I'm on the edgeYou're on my mind like a song that I can't escapeI don't know how many da-da-dums I can takeI need to know if you're feeling, feeling the sameIs it too late?But now it's hard to breatheI'm not in love, it's just a game we doI tell myself I'm not that into youBut I don't wanna sleep, it's quarter after threeYou're in my head likeDum-dum-da-da-da-da, dum-dum-da-da-daDum-dum-da-da-da-da, dum-dum-da-da-daYou're in my head likeDum-dum-da-da-da-da, dum-dum-da-da-daDum-dum-da-da-da-da, dum-dum-da-da-da"
dillon francis,electronic,2265528,Catchy Song (feat. T-Pain & That Girl Lay Lay),"This song's gonna get stuck inside yo’This song's gonna get stuck inside yo'This song’s gonna get stuck inside yo' headThis song's gonna get stuck inside yo'This song's gonna get stuck inside yo'This song's gonna get stuck inside yo' headThis song’s gonna get stuck inside yo’This song's gonna get stuck inside yo’This song's gonna get stuck inside yo' head'Cause it’s so catchy, catchyIt's such a catchy songGonna make you happy, happyDon't try to fight it, sing alongThis song's gonna get stuck inside yo' This song's gonna get stuck inside yo' This song's gonna get stuck inside yo' headThis song's gonna get stuck inside youRun but you can't hide, I'll find youShine so bright, my bling bling blind youSing this song, I must remind youEverybody roll out, screamin' and a shoutEverybody in the house got it comin' from they mouthRunnin', runnin', let me get 'emY'all have the rhythm stuck in your system?I'm goin' to the top, everybody goin' to the topEverybody head goin' to rock, everybody said, ""Don't stop,"" everybody said, ""Don't stop,"" ooh"
nicky romero,electronic,2257531,I Wanna Dance,"I don't wanna be rudeI'm just not in the moodCan't you see I try to move instead of listening to you?I wanna dance, I wanna danceBlah, blah, the business that you startedYour early childhood traumaYou keep talking while I wanna move with your bodyI wanna dance, I wanna danceDon't ask me what I'm on, I wanna danceYes, I'm having fun, I wanna danceThis is my favorite song, I wanna danceGive me a chance, I wanna danceGive me a chance, I wanna danceI wanna danceI wanna danceI don't wanna be rudeI'm just not in the moodCan't you see I try to move instead of listening to you?I wanna dance, I wanna danceBla bla, the business that you startеdYour early childhood traumaYou keep talking while I wanna move with your bodyI wanna dancе, I wanna dance"
jeremy zucker,electronic,2242768,better off,We know that this won't lastNot like it used toAnd I'm okay with thatBut not if I lose youI can feel it in my bonesSinking deeper in the overflowCan you feel it in your soul?If I'm honestMaybe we're better off aloneMaybe we're better off aloneMaybe we're better offMaybe we're better off aloneMaybe we're better offI won't turn my backNow that you want toAnd if there's nothing leftWhy does it haunt you?
cheat codes,electronic,2189857,The Way It Is,"I won't let your love ever go to wasteI would never do that to youYou're always the start of my better daysYour gravity is pullin' me throughAnd oh, oh ITell me that you love that, tell me that you love that, love thatOh, oh II can't change the way that I feel for youThat's just the way it isThat's just the way it isHope this don't ever changeThat's just the way it isThat's just the way it isThat's just the way it isHope this don't ever changeThat's just the way it isThat's just the way it is"
disclosure,electronic,2155136,Latch,"'Nother'Nother'NotherYou lift my heart up when the rest of me is down You, you enchant me even when you're not around If there are boundaries, I will try to knock them down I'm latching on, babe, now I know what I have found 'NotherI feel we're close enoughI wanna lock in your loveI think we're close enoughCould I lock in your love, baby?Now I've got you in my spaceI won't let go of you Got you shackled in my embraceI'm latching on to you Now I've got you in my spaceI won't let go of you Got you shackled in my embraceI'm latching on to you "
bomba estéreo,electronic,2115204,To My Love,"I was thinking about the night I saw youThe same one that left me without thinkingAnd I gave you my heartA dark night without looking backTo 'love, to' loveTo love 'To love', to love'To love ', to love' To love ' To loveLove, to loveI gave you to 'my loveHe ran away and did not come back anymoreI gave you to' to loveHe ran away and did not come back anymoreI was looking at your eyes and I leftFeeling your smile, hearing you talkAnd you gave me your heartThat dark night without asking me anymoreTo 'love, to' loveTo love 'To love', to love'To love ', to love' To love ' To loveLove, to loveI gave you to 'my loveI ran away and did not come back anymoreI gave you to' to loveI ran away and did not go back anymoreThat first night you gave meIt was the last night I saw you arriveJust a bit to feelI want to give you heaven and I want to give you moreWe do not need anything elseWe gave each other everything we could giveWhen we give the heartThat dark night until the finalI gave you to 'my loveHe ran away and did not come back anymoreI gave you to' to loveHe ran away and did not come back anymoreI gave you to 'my loveI ran away and did not come back anymoreI gave you to' to loveI ran away and did not go back anymoreTo 'my love, to' my loveTo 'my loveTo' my love, to 'my loveTo' my loveTo 'my love, to' my loveTo 'my loveTo' my love, to 'my loveTo' I loveTo loveTo loveTo loveTo loveTo loveTo loveTo love Love, To loveTo 'my love"
saint jhn,electronic,2062602,I Heard You Got Too Litt Last Night,"I heard you got too litt last nightDidn't make it homeMixin' purple with your purple SpriteThing's you should've knownI heard you flexin' on 'em yeahYou wanna' mix it upBut fuck it baby, no regretsAnd never switch it upToo turntLast night you showed me all that ratchet shit that you learnedI showed her how to treat a Lambo like an UberDancin' naked on a table, that's the true herIt was a vibe if you wanna' knowI heard you got too litt last nightDidn't make it homeMixin' purple with your purple SpriteGirl you think you grownI heard you saucin' on 'em, yeahYou said you sick of loveBut fuck it baby, no regretsAnd never switch it up"
lily allen,electronic,2027961,Hard out Here,"I suppose I should tell you what this bitch is thinkingYou'll find me in the studio and not in the kitchenI won't be bragging 'bout my cars or talking 'bout my chainsDon't need to shake my ass for you 'cause I've got a brainIf I told you 'bout my sex life, you'd call me a slutWhen boys be talking 'bout their bitches, no one's making a fussThere's a glass ceiling to break, uh-huh,there's money to makeAnd now it's time to speed it up 'cause I can't move at this paceSometimes, it's hard to find the words to sayI'll go ahead and say them anywayForget your balls and grow a pair of titsIt's hard, it's hardIt's hard out here for a bitchIt's hard for a bitch For a bitch, it's hardIt's hard out here for a bitchIt's hard for a bitch For a bitch, it's hardIt's hard out hereIf you're not a size six, then you're not good-lookingWell, you better be rich or be real good at cookingYou should probably lose some weight'Cause we can't see your bonesYou should probably fix your face or you'll end up on your ownDon't you want to have somebody who objectifies you?Have you thought about your butt? Who's gonna tear it in two?We've never had it so good, uh-huhWe're out of the woodsAnd if you can't detect the sarcasm, you've misunderstood"
rina sawayama,electronic,2010339,This Hell (feat. CHANMINA - Gyarupi Remix - Spotify Singles),"Let's go, girlsSaw a poster on the corner opposite the motelTurns out I'm going to Hell if I keep on being myselfDon't know what I did, but they seem pretty mad about itGod hates us?Alright thenBuckle up, at dawn, we're ridingWalk a mile on these coals, busy cleansing my soulGetting ready for the nightDamned for eternity, but you're coming with meInto the afterlifeThis Hell is better with youWe're burning up togetherBaby, that makes two'Cause the Devil's wearing PradaAnd loves a little drama, ooh-oohThis Hell is better with youWith youWith youOh, with youThis Hell is better with you"
buray,electronic,1910077,Senin Yüzünden,Döner başımTüter gecenin dumanıAklım eskisinden bulanıkBakıp resmine kurarım hayaliniSöyle sana nasıl doyarımYanına konarım kuş olupYolum yokuş olurCanımı veririmHer yolu denedimTutamam çenemiBir tek ismin aydınlatır gecemiYollar uzak geçit yokGelemem ben gelemem benKapandım dört duvaraYasakları delemem benKaybolur izlerin ah ben yüzünü göremezsemNefessiz kaldım İstanbulSenin yüzündenSenin yüzünden ahBilmiyorlar bilmiyorlarAhŞu kara gеcelereBitik hеcelereYeminim var yeminim varKimselere sormam olmazGüneş inan doğmaz yoksanTabi nefes alamam sensizNasıl heder olmuşsamAşkların en çilelisi beni bulmuş çoktanYollar uzak geçit yokGelemem ben gelemem benKapandım dört duvaraYasakları delemem benKaybolur izlerin ah ben yüzünü göremezsemNefessiz kaldım artık durSenin yüzünden
hippie sabotage,electronic,1884778,Waiting Too Long,Oh oh oh oh oh ohI've been waiting to longOh oh oh oh oh ohI've been waiting too longOh oh oh oh oh ohI've been waiting too longOh oh oh oh oh ohI've been waiting too longI've hit a wallI can't look past itNothing at allNothing to mask it butIt feels so drastic butI cannot panic soI get my chance to goAnd hit that fuckin' roadOh oh oh oh oh ohI've been waiting to longOh oh oh oh oh ohI've been waiting too longOh oh oh oh oh ohI've been waiting too longOh oh oh oh oh ohI've been waiting too long
kiiara,electronic,1848137,Gold,"Roof was on, let me, love me, on, but you, knowRoof was on, let me, love me, on, but you, knowRoof was on, let me, love me, on, but you, knowRoof was on, let me, love meGold up in my, gold up in my teethDon't care what you say to meI'ma bite your feelings out I missed you in the basementBut your brother was a good substitute for youAnd if you love me, love me, but you never let me goWhen the roof was on fire, you never let me knowSay you're sorry, honey, but you never really showAnd I could leave the party without ever letting you knowWithout ever letting you knowRoof was on, let me, love me, on, but you, knowRoof was on, let me, love meWithout ever letting you knowRoof was on, let me, love me, on, but you, knowRoof was on, let me, love meWithout ever letting you knowRoof was on, let me, love me, on, but you, knowRoof was on, let me, love meWithout ever letting you knowRoof was on, let me, love me, on, but you, knowWithout ever letting you know"
don diablo,electronic,1826573,Jiggy Woogie,"Yo, Don DiabloMajor LazerBaby LawdHaha, Lawd to the worldWoogie, woogie, woogie, woogieWoogie, woogie, woogie, woogieWoogie, woogie, woogie, woogieWoogie, woogie, woogieWoogie woogie, jiggy jiggy, wiggy wiggy Woogie woogie, jiggy jiggy, weddy weddyWoogie woogie, jiggy jiggy, wiggy wiggy Woogie woogie, jiggy jiggy, wiggy wiggy Woogie woogie, jiggy jiggy, wiggy wiggy Woogie woogie, jiggy jiggy, wiggy wiggy A so me calm them dung jiggy spuggyWoogie woogie, jiggy jiggy, wiggy wiggy Woogie woogie, jiggy jiggy, wiggy wiggy Woogie woogie, jiggy jiggy, wiggy wiggy A so me calm them dung jiggy spuggyBop it, bop it, bop it, bop itBop it, bop it, bop it, bop itBop it, bop it, bop it, bop itBop it, bop it, bop it, bop itBop it, bop it, bop it, bop itBop it, bop it, bop it, bop itBop it, bop it, bop it, bop itBop it, bop it"
nucleya,electronic,1810846,Roz,"Sajjan re paas, toh aanaNa kabhi mujhe, chod ke jaanaO mere tu ashiq rehna, ashiq rehnaSajjan re paas, toh aanaNa kabhi mujhe, chod ke jaanaO mere, tu ashiq rehna ohTu mera rozCome a little closeTu mera rozCome a little closeYe jo, waade diyenKitte, waadein diyenTeri yaad, sataaye raat-raatTeri yaad, sataaye raat-raatWaade diyenKitte, waadein diyenTeri yaad, sataaye raat-raatTeri yaad, sataaye raat-raatHow could you leave-lеave-leaveDhin tirikit dha-dha-dhaHow could you lеaveDin tere bin naHow could you leave-leave-leaveDhin tirikit dha-dha-dhaHow could you leaveDin tere bin na"
vintage culture,electronic,1798269,I Will Find,"My only peace of mindPlease, tell meBy your sideDo you know someplace where I can hide?From all of the highsAnd all of the lows?The place where I will findMy only peace of mindPlease, tell meIt's by your sideMy only peace of mindPlease, tell meDo you know someplace where I can hide?From all of the highsAnd all of the lows?The place where I will findMy only peace of mindPlease, tell meIt's by your side"
kshmr,electronic,1769017,Tears On The Dancefloor (feat. Hannah Boleyn),"I'm gonna danceTill I feel my feet no moreI'm gonna loveLike I never loved beforeAnd when you're goneI'm gonna leave all of my tears on the dancefloorDon't wait for me, don't wait for meI'm gonna dance Till I feel my feet no moreI'm gonna loveLike I never loved beforeAnd when you're gone I'm gonna leave all of my tears on the dancefloorDon't wait for me, don't wait for me, ohYou left me sleeplessWrapped up in heartacheFound strength in weaknessFound light in a dark placeHear your name see your faceIt don't hurt me the same'Cause I'm over the worstYeah, I'm over the painHear the beat of my heartI believe I can start to forget you, yeah"
juan magán,electronic,1766995,Verano Azul,"Verano, el verano es azulNo matter where you are, en el Caribe, en EuropaPorque el verano es azulYou know how it is David! Come on!She’s movin’ like a rock star, movin’ is a porn starDale, go, you don’t stop, ya no te pares, dale, mamiMueve, loca, bésame en la boca, fuerte como rocaVerano azul pa’ ti y pa’ míBaila mi soca, la mano arriba, loca, ya quítate la ropaBebamos de mi copa, ya muéveme la popaMe gusta como tú, perreando a poca lu'Faldita y camisú, ya no hay tabúYou know how it is David! Come on! El verano es azulAmanecimos, era verano, latinoamericano Y el sol sobre mi carro, quemándono' las mano' Y los labio' nos besamo'Ahora sí que le vamo' a metelYo recuerdo una noche, en el coche mío ¡Ay, qué lío! Tú me quitabas el fríoPor tus curvitas me guío Dices que eres libre, y yo me fío Si yo supiera que un hombre te estaba esperando No hubiera toca'o lo que estaba tocandoLo mío es duro y lo tuyo es blandoDulce como el mango¿Tú qué estás hablando?Sí fue culpa tuya, no me montes la bullaYo no sabía que tú eras suyaCuando llegó la patrulla""Señor agente, me puso calienteYo no soy culpable, ni soy indecentePregunte a la gente"""
moby,electronic,1760411,Flower,"Green Sally up, Green Sally downLast done squat gotta tear the groundGreen Sally up, Green Sally downLast done squat gotta tear the groundGreen Sally up, Green Sally downLast done squat gotta tear the groundGreen Sally up, Green Sally downLast done squat gotta tear the groundGreen Sally up, Green Sally downLast done squat gotta tear the groundGreen Sally up, Green Sally downLast done squat gotta tear the groundGreen Sally up, Green Sally downLast done squat gotta tear the groundGreen Sally up, Green Sally downLast done squat gotta tear the groundGreen Sally up, Green Sally downLast done squat gotta tear the groundOld Miss Lucy's dead and goneLeft me here to weep and moanGreen Sally up, Green Sally downLast done squat gotta tear the groundGreen Sally up, Green Sally downLast done squat gotta tear the groundGreen Sally up, Green Sally downLast done squat gotta tear the groundGreen Sally up, Green Sally downLast done squat gotta tear the ground"
fisher,electronic,1760195,Atmosphere,"You got me spinnin'Think about you all the timeDay and night, you're on my mindAlways want you by my sideBabe, come on, what's up tonight?I could be your alibiAlways want you by my sideYou got me spinnin' in your atmosphereIt feels so good, I wanna stay right hereYou got me spinnin' in your atmosphereIt feels so good, I wanna stay right hereYou got me spinnin' in your atmosphereIt feels so good, I wanna—You got me spinnin'You got me spinnin'You got me spinnin'You got me spinnin'You got me spinnin'"
ellise,electronic,1666888,Can You Keep a Secret?,"So much on my brain, don't know if you can take itYour heart is fragile baby, I don't wanna break itIf you know my sins, will you still trust me?If I let you in, will you still love me?Can you keep a secret?I've got skeletons, they're coming out the closetThe hands around my throat don't want me to be honestIf you know my sins, will you still trust me?If I let you in, will you still love me?I, I see monsters in my bedI, I got screws loose in my headIf I show you inside me, the ghost in my mindWill you treat them like your friends?I, I gotta knowCan you keep a secret?Look me in my eyes and see what I've been hidingDon't act surprised, you know I've always hated lyingGave your heart and soul to me to take itYou're the one who said, nothing could change it"
odesza,electronic,1592392,A Moment Apart,"I love you mostI love you most, I love you more nowI love you, I love you most, more nowI love you most, I love you more nowI love you most, I love you more nowI love you most, I love you more nowI love you, I love you most, more nowI love you most, I love you more nowI love you most, I love you more now"
mike perry,electronic,1532946,If I Ruled The World,"Been afraid of what could happenDo I dare to let you go?'Cause to me you're like a habitYou are all I ever knownBut if I ruled the world for just one day, I wouldGather all my feelings that remain for yaHide 'em in the ocean far away, 'cause I'veTried to let you go, but I'm scared of what it feels likeBut if I ruled the world for just one day, I wouldGather all my feelings that remain for yaBut if I ruled the world for just one day, I wouldI would, I would, I would, I wouldIf I ruled the world for just one day, I wouldGather all my feelings that remain for yaIf I ruled the world for just one day, I wouldTried to let you go, but I'm scared of what it feels likeIf I ruled the world for just one day, I wouldGather all my feelings that remain for yaHide 'em in the ocean far away, 'cause I'veTried to let you go but I'm scared of what it feels like"
fkj,electronic,1497519,Tadow - Edit,"Yeeah, ooh, yehAyy, ayy, ayy, oh, ahhAyy, ayy, ahh, ahhTadowAyy, ayy, ay, oh, ahhAyy, ayy, ahh, ahhTadowI saw her and she hit me like Saw that thing so beautiful She just hit my heart, oh Full force and she got me like I be like  Baby Why you so fine? Gotta make you mine So hard to find Baby like oh, how'd you do the thing?The way that you do it and she ain't even show, nothingShe be walking round so confident, so heaven-sent"
rüfüs du sol,electronic,1493884,You Were Right,"You were rightI know I can't get enough of youLeave it all to bloomYou were rightI know I can't get enough of you, noThe things that I would doUnder the water, I'm sinking further downFloating, I'm nothing, I'm nothing, mmmArms are wide open, I'm calling out your nameSitting and waiting, I'm waiting, mmmYou were rightI know I can't get enough of youYou were rightI know I can't get enough of youLeave it all to bloomYou were rightI know I can't get enough of you, noThe things that I would doI'm cold in the river,lips moving, there's no soundPulling me under, I'm under, mmmYou've given me nothing,keep telling me I'll be fineKeeping me guessing, I'm guessing, mmm"
mø,electronic,1458475,Nights With You,"Ah, ah, ah, ahAh, ah, ah, ahAh, ah, ah, ahAh, ah, ah, ahAh, ah, ah, ahAh, ah, ah, ahAh, ah, ah, ahAh, ah, ah, ahGirl, you're gorgeousEven though you might not always feel like it, but you are, mmmAnd you're worth it I assure you I will dye my hair in crazy colorsJust to make you smileI'll take you out tonightDon't care about your boyfriend waking up aloneI'll take you out tonightDon't care about your boyfriend waking up aloneOh, oh, oh, whoa, oh, oh, oh"
empire of the sun,electronic,1455364,The Thrill,"Searching for the thrill of it, thrill of itSay that it's love, but to me it's looking counterfeitI get done with one, and move right on to another bitch Yeah, college-educated, she graduatedAny bill she can't front, her parents paid itThe show was far, you the only one with a carAnd your girlfriends, but being that she's a big fan, of course she made itMost girls wanna hide the fact that the thrill, they chase itBut you, just wanna get drunk tonight and fuck someone famousSo I just name a time and a place and your game for itValue player, hotel room, meet you thereWalking on a dreamHow can I explainTalking to myself Will I see again? We are always running for the thrill of it, thrill of itAlways pushing up the hill searching for the thrill of itOn and on and on we are calling out and out againNever looking down, I'm just in awe of what's in front of me"
meduza,electronic,1443618,Upside Down,"If I fall too deep, will I come back 'round?I can barely see, but I hear the soundWhen you're up so high, you can't find the groundYeah, it's hard to breathe when you're upside-downWhen you're upside-downWhen you're up so high, you can't find the groundYeah, it's hard to breathe when you're upside-downIf I fall too deep, will I come back 'round?I can barely see, but I hear the soundWhen you're up so high, you can't find the groundYeah, it's hard to breathe when you're upside-downWhen you're upside-downWhen you're upside-downWhen you're upside-downWhen you're upside-downWhen you're upside-downWhen you're upside-downWhen you're upside-down"
duke dumont,electronic,1433940,"Red Light Green Light - For Club Play Only, Pt. 6","Duke, uh, can you turn that beat up a little bit?Yeah, just like that, prefectThere's two instructions, I need you to followWhen I say red light, I need you to stopWhen I say green light, I need you to goRed light, green lightNow when the strobe light hits, I want you to move like thisNow when the strobe light hits, I want you to move like thisHit the strobe, hit the strobeHit the strobe, hit the strobeHit the strobe, hit the strobeNow, now, now, now, nowWe know we've all been through kindergarten, peopleSo we know what a red light and a green light isSo when I say red light, stopRed light, green lightNow when the strobe light hits, I want you to move like thisNow when the strobe light hits, I want you to move like thisHit the strobe, hit the strobeHit the strobe, hit the strobeHit the strobe, hit the strobeGreen light"
icona pop,electronic,1406851,Clap Snap,"Aha ah3, 6, 9, the goose drank wineThe monkey chewed tobacco on the streetcar lineThe line broke, the monkey got chokedAnd they all went to heaven in a little rowboatClap, clapClap, snapClap, patClap, snapClap, clapEverybody dance to the musicRight hang3, 6, 9, the goose drank wineThe monkey chewed tobacco on the streetcar lineThe line broke, the monkey got chokedAnd they all went to heaven in a little rowboatClap, clapClap, snapClap, patClap, snapClap, clapEverybody dance to the musicOk, haha"
fred again..,electronic,1403228,stayinit,"I know youGotta let the pain see more rain than most doRealize every moment won't be perfect, but I doEnjoy all the mistakes that I made with you, with youYou do, you do, you doYou've got a lifeYou've got a lifeYou've got a lifeStay in itYou've got a lifeYou've got a lifeYou've got a lifeStay in itYou've got aYou've got aYou've got aYou've got aI know youLive by the sun, but always run into rainThose opioids don't heal your pain, alrightYour pain, ah"
martin jensen,electronic,1382618,Solo Dance,"In the faded light you touch my bodyI can feel your hands on my skinThink you got me right where you want meBut you're just in my wayI came to party on my ownDon't need nobody in my zoneI get down to the beat, I lose controlEh-oh, I go so-, soloBoy, you can cool it downNot here to fool aroundJust wanna dance, dance, danceDance, dance, danceI know you want meBut I don't care, babyJust wanna dance, dance, danceDance, dance, danceDance, dance, dance"
mika,electronic,1355529,"Relax, Take It Easy","Ooh, ah, ahA-ah, ah, ah...Took a ride to the end of the lineWhere no one ever goesEnded up on a broken trainWith nobody I knowBut the pain and the longing's the same when you're dyingNow I'm lost, and I'm screaming for help alone...Relax, take it easyFor there is nothing that we can doRelax, take it easyBlame it on me or blame it on youIt's as if I'm scaredIt's as if I'm terrifiedIt's as if I'm scaredIt's as if I'm playing with fireScaredIt's as if I'm terrifiedAre you scared?Are we playing with fire?"
hadise,electronic,1352856,Sen Dönene Kadar,"Dale, mamacitaBaby, sen bi' on'sun, o body makinaBu nasıl bi' aşk? Hapset beni bir dahaHikâyemiz belli girl, yazılmış çok kitap Dale, mamacitaAl'im sana pırlantalar ve BottegaAşığım sana amor de mi vidaHikâyemiz belli girl, yazılmış çok kitap Sen dönene kadar alışırım yalnızlığa ama sensizliğe alışamam Tanrı'dan sonra her şeyimdin ben, benim ol ve kal Hâlâ aklında mıyım onunlayken? Mami onu salHâlâ aklımdasın, kimse yanılmasın,unutamamÇök, çök, çök, bana çök Mami çök, çök, çök, bana çökMami, mami, mamiÇök, çök, çök, bana çök Mami çök, çök, çök, bana çök "
sakanaction,electronic,1292617,ミュージック,流れ流れ鳥は遠くの岩が懐かしくなるのか高く空を飛んだ誰も知らない知らない街を見下ろし　鳥は何を思うか淋しい僕と同じだろうか離ればなれ鳥は群れの仲間が懐かしくなるのか高い声で鳴いた何も言わない言わない街は静かに それを聴いていたんだ弱い僕と同じだろうか痛みや傷や嘘に慣れた僕らの言葉は疲れた川面　浮かび流れ君が住む町で消えた消えた
ritviz,electronic,1286577,Udd Gaye,"हम तो उड़ गए जब तुम झुकेतब से तुम नज़र में आ रुकेहम तो हो गए ज़मांधीरे-धीरे था लम्हाअब तो होना है वही जो बनाए जहांहम तो हो गए ज़मांधीरे-धीरे था लम्हाअब तो होना है वही जो बनाए जहांहम तो उड़ गए, उड़ गए, उड़ गएऐसी अजनबी थी आपसीकि हमसे ना कभी कोई आ फसीहम तो हो गए ज़मांधीरे-धीरे था लम्हाअब तो होना है वही जो बनाए जहांहम तो हो गए ज़मांधीरे-धीरे था लम्हाअब तो होना है वही जो बनाए जहां"
